CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
568,Female,1,No,Yes,22,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card,22.03,499.58,No
569,Male,0,No,No,14,No,No,No,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Credit card,82.23,1138.67,Yes
570,Male,1,Yes,No,26,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,86.17,2199.35,No
571,Female,1,No,Yes,63,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card,51.1,3226.52,No
572,Male,1,Yes,No,50,No,Yes,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,52.0,2601.45,No
573,Male,1,Yes,No,52,No,No,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,53.95,2816.52,No
574,Female,1,Yes,Yes,50,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Electronic check,88.02,4396.47,No
575,Male,1,Yes,Yes,46,No,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,25.81,1178.65,No
576,Female,0,No,Yes,3,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer,112.91,378.9,No
577,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,42.25,224.05,No
578,Female,1,Yes,Yes,34,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,119.97,4093.66,No
579,Female,1,No,No,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Bank transfer,37.15,1734.56,No
580,Female,0,No,Yes,71,No,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,97.15,6890.93,Yes
581,Female,1,No,Yes,44,Yes,No,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,42.34,1856.62,No
582,Male,1,Yes,Yes,71,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,28.08,1977.61,No
583,Female,0,No,No,18,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,107.49,1946.24,Yes
584,Female,1,No,No,62,No,No,No,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Mailed check,105.88,6592.37,No
585,Female,1,Yes,Yes,37,No,No phone service,No,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer,60.36,2242.72,Yes
586,Male,1,No,Yes,66,No,No phone service,No,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,90.24,5957.91,No
587,Female,0,No,Yes,58,No,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,No,Bank transfer,75.71,4371.45,No
588,Male,0,No,No,68,Yes,No,No,No,No,No,No internet service,No,No internet service,Two year,No,Electronic check,105.3,7170.74,Yes
589,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,51.51,661.25,No
590,Male,1,Yes,No,46,Yes,Yes,No,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer,72.37,3321.41,No
591,Male,1,No,Yes,60,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Electronic check,68.54,4104.88,Yes
592,Female,0,No,Yes,30,No,No phone service,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,55.39,1650.48,No
593,Male,1,Yes,Yes,21,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,109.15,2282.36,No
594,Female,1,No,Yes,42,No,Yes,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,36.59,1481.87,No
595,Female,1,Yes,Yes,66,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,34.95,2314.8,Yes
596,Female,1,No,Yes,53,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,77.69,4100.66,Yes
597,Male,1,Yes,No,9,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.75,739.54,Yes
598,Male,0,Yes,Yes,41,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card,39.46,1632.92,No
599,Female,1,Yes,No,63,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,59.07,3699.77,No
600,Female,0,Yes,Yes,20,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,114.66,2286.43,No
601,Male,1,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,44.66,2932.23,No
602,Female,0,Yes,No,40,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,Yes,Electronic check,86.84,3445.42,Yes
603,Female,1,No,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,94.01,2131.58,No
604,Female,0,Yes,No,34,No,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,64.81,2208.93,No
605,Male,1,Yes,No,55,No,Yes,No,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,113.75,6279.24,No
606,Male,0,Yes,Yes,29,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer,93.67,2684.94,No
607,Male,1,No,No,56,No,No,DSL,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,65.79,3692.39,No
608,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,No,Bank transfer,76.93,3550.4,No
609,Female,1,No,Yes,34,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Mailed check,89.26,2993.66,Yes
610,Female,0,No,No,18,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,No,Bank transfer,79.22,1441.93,No
611,Male,0,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Mailed check,107.87,772.62,Yes
612,Female,1,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer,55.69,1386.01,No
613,Female,1,No,Yes,70,Yes,No,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Credit card,49.99,3524.35,Yes
614,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,41.38,1222.75,Yes
615,Female,1,No,No,6,No,No phone service,No,No,No internet service,No,No,No,No,Two year,No,Credit card,23.78,144.74,No
616,Male,0,No,Yes,66,Yes,No phone service,No,Yes,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,24.3,1594.77,No
617,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,107.01,6829.18,No
618,Female,0,Yes,No,35,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card,87.84,3073.65,No
619,Male,1,Yes,Yes,24,No,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,86.05,2076.6,No
620,Male,0,Yes,Yes,36,No,No,DSL,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Mailed check,81.46,2926.08,No
621,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card,104.92,-43.95,Yes
622,Female,1,Yes,No,14,No,Yes,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,68.03,977.79,No
623,Male,1,No,No,36,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,107.04,3857.24,No
624,Female,1,No,No,12,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,55.94,663.69,No
625,Male,1,No,No,7,Yes,No,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,112.67,805.83,Yes
626,Female,0,No,No,4,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,89.87,389.97,No
627,Male,0,No,No,59,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card,45.72,2641.44,Yes
628,Female,0,No,Yes,0,Yes,No,No,No,No,No,No internet service,Yes,No,One year,No,Bank transfer,76.41,8.69,No
629,Male,0,No,No,35,No,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,73.3,2536.97,No
630,Male,1,Yes,No,34,No,No phone service,No,No,No internet service,No,No,No internet service,Yes,Two year,No,Bank transfer,33.79,1158.84,No
631,Male,0,Yes,No,65,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card,79.12,5145.36,No
632,Female,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Credit card,51.48,3204.47,No
633,Male,1,Yes,Yes,22,Yes,No phone service,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,25.23,545.08,No
634,Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,114.87,881.5,No
635,Female,0,No,No,33,No,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,84.15,2767.94,No
636,Female,0,No,No,45,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,107.69,4854.19,Yes
637,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,87.61,283.14,No
638,Male,0,No,Yes,29,No,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Electronic check,55.7,1591.86,Yes
639,Female,0,No,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,71.27,5080.71,No
640,Female,1,No,Yes,2,No,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,87.57,162.18,No
641,Female,1,Yes,No,13,No,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,116.03,1515.64,No
642,Female,0,No,Yes,59,No,No,No,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,45.37,2666.63,No
643,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,One year,No,Credit card,107.5,4733.64,No
644,Male,1,Yes,No,33,No,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,112.41,3727.37,Yes
645,Female,0,Yes,No,44,No,No phone service,No,No internet service,No,No,No internet service,No internet service,No,Two year,Yes,Credit card,87.04,3805.22,No
646,Male,0,Yes,No,60,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,113.13,6774.2,Yes
647,Male,0,No,No,15,No,No,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,59.79,900.55,No
648,Male,1,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Credit card,115.3,7542.53,Yes
649,Female,0,Yes,Yes,39,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.28,3503.66,No
650,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,No,Electronic check,24.2,428.0,Yes
651,Male,0,No,No,33,Yes,No,No,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,110.69,3692.86,No
652,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,68.45,1024.8,No
653,Male,1,No,No,59,No,Yes,No,No,Yes,No internet service,No,Yes,No,One year,Yes,Bank transfer,66.03,3889.81,No
654,Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,76.65,4968.41,Yes
655,Female,1,Yes,No,65,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.94,2269.74,No
656,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.92,774.91,Yes
657,Male,1,Yes,Yes,55,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,103.11,5669.53,No
658,Male,0,No,No,30,No,Yes,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Bank transfer,21.55,676.44,No
659,Female,0,Yes,No,33,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,47.29,1548.35,No
660,Female,1,No,Yes,38,No,Yes,Fiber optic,No,No internet service,No,No,No,Yes,One year,No,Credit card,20.25,764.69,No
661,Female,0,No,No,66,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,No,Credit card,61.57,4029.6,No
662,Male,0,No,No,7,No,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,92.83,657.29,No
663,Male,1,No,No,54,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,99.88,5398.81,No
664,Female,0,Yes,Yes,26,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Credit card,114.52,2978.79,No
665,Male,0,No,Yes,52,No,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Two year,Yes,Electronic check,80.85,4199.86,No
666,Male,1,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,One year,No,Credit card,45.46,1721.62,No
667,Female,1,No,Yes,64,No,No phone service,DSL,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,112.41,7204.28,Yes
668,Female,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Credit card,97.53,1559.9,No
669,Male,0,Yes,No,29,No,No phone service,DSL,No internet service,No,No,Yes,No,Yes,One year,No,Bank transfer,77.44,2252.06,No
670,Male,1,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Credit card,89.56,4661.42,Yes
671,Male,1,Yes,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,112.43,1371.63,Yes
672,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer,91.24,1838.34,No
673,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,56.84,1026.98,No
674,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,91.3,4777.97,No
675,Female,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,24.03,440.95,No
676,Male,0,Yes,Yes,56,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,58.64,3309.94,No
677,Female,0,Yes,No,24,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer,60.63,1467.26,No
678,Female,0,No,No,30,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,36.68,1063.56,No
679,Female,1,Yes,Yes,54,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,22.31,1230.84,No
680,Female,1,Yes,Yes,22,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer,33.34,736.18,Yes
681,Female,1,Yes,Yes,31,No,No,DSL,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card,85.46,2648.22,No
682,Male,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,100.23,6119.66,No
683,Male,0,No,Yes,9,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,118.82,1062.48,No
684,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Mailed check,54.64,3883.98,No
685,Male,0,No,No,53,Yes,No,No,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,79.94,4224.98,Yes
686,Female,0,Yes,No,51,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,113.71,5824.7,No
687,Female,1,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,36.7,695.03,No
688,Male,0,No,No,31,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,Yes,One year,No,Electronic check,91.76,2836.91,No
689,Male,0,Yes,No,13,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,95.5,1223.0,No
690,Female,1,No,No,49,No,No,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,28.9,1421.48,No
691,Female,1,No,No,27,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,106.12,2868.98,No
692,Female,1,Yes,No,52,No,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,101.31,5275.89,No
693,Male,1,No,Yes,23,No,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Electronic check,23.34,516.27,No
694,Female,0,No,No,21,No,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29.11,579.29,No
695,Female,0,No,No,29,No,Yes,No,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,24.91,734.9,No
696,Female,1,No,Yes,62,No,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer,53.47,3344.83,Yes
697,Male,0,No,No,3,No,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,70.93,192.26,No
698,Female,0,No,Yes,58,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,73.23,4279.13,No
699,Female,0,No,No,7,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,46.77,333.07,No
700,Male,1,No,Yes,11,Yes,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Month-to-month,No,Electronic check,111.16,1222.62,No
701,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,No,Credit card,56.83,1696.95,No
702,Female,1,Yes,No,33,Yes,No phone service,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,24.56,782.79,Yes
703,Male,0,No,No,48,No,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,50.02,2420.71,No
704,Female,0,Yes,No,56,No,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Credit card,73.11,4078.65,No
705,Male,0,No,Yes,25,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,60.82,1504.9,No
706,Male,1,No,Yes,17,No,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,47.38,825.3,No
707,Female,0,Yes,Yes,37,No,No phone service,No,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,33.13,1188.15,No
708,Female,1,No,No,49,No,Yes,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,101.92,4963.61,No
709,Female,1,No,Yes,7,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,119.61,836.91,Yes
710,Female,1,No,Yes,40,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,52.95,2123.87,No
711,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer,58.16,300.49,Yes
712,Female,0,Yes,Yes,68,No,No,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,81.8,5556.36,No
713,Male,0,No,Yes,43,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,91.84,3999.73,No
714,Female,0,No,No,63,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,59.2,3725.04,No
715,Female,1,No,Yes,28,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,110.49,3089.1,Yes
716,Female,1,Yes,No,27,No,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,76.0,2036.06,No
717,Male,1,No,No,10,Yes,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card,65.04,652.88,No
718,Female,0,Yes,No,64,No,No,Fiber optic,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,84.67,5431.18,No
719,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,115.28,2099.11,No
720,Female,0,No,No,8,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,99.46,765.89,No
721,Female,1,No,Yes,26,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Bank transfer,24.0,619.08,Yes
722,Male,0,Yes,Yes,33,No,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer,53.23,1765.52,No
723,Female,0,No,No,43,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,67.05,2894.89,No
724,Male,1,Yes,No,67,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,51.45,3447.28,No
725,Male,1,Yes,Yes,14,No,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,90.02,1271.13,No
726,Male,1,No,No,50,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,102.63,5115.32,Yes
727,Male,1,No,No,12,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,93.13,1148.72,Yes
728,Male,0,Yes,No,48,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card,118.93,5728.49,No
729,Male,1,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer,47.25,3233.35,No
730,Female,1,Yes,Yes,55,No,No,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,107.5,5891.0,No
731,Male,1,Yes,No,50,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Mailed check,96.66,4812.06,No
732,Male,0,No,No,36,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,56.22,2037.48,No
733,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,93.41,1468.87,No
734,Female,1,No,Yes,57,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,30.41,1726.75,No
735,Female,0,No,No,28,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,98.93,2779.13,Yes
736,Male,1,No,No,32,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer,73.23,2342.04,Yes
737,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Credit card,49.23,2909.75,No
738,Male,0,No,Yes,54,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Mailed check,85.58,4600.0,No
739,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,84.16,769.34,No
740,Female,0,No,No,46,No,No phone service,No,Yes,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,40.95,1871.44,No
741,Male,1,No,Yes,22,No,Yes,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Credit card,23.04,500.39,No
742,Female,1,No,No,20,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,63.36,1271.95,Yes
743,Female,1,Yes,Yes,12,No,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,76.95,925.46,No
744,Male,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,107.66,3445.6,Yes
745,Male,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Mailed check,112.82,2579.85,Yes
746,Female,1,No,Yes,10,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,72.88,722.81,No
747,Male,1,Yes,No,16,No,No phone service,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,95.38,1526.12,Yes
748,Male,0,Yes,No,67,Yes,No,No,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,63.93,4255.81,No
749,Male,0,No,Yes,46,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card,94.61,4342.81,Yes
750,Female,0,No,No,24,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,40.48,979.27,Yes
751,Female,1,No,Yes,20,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,57.11,1116.65,No
752,Male,1,Yes,Yes,11,No,No,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,83.42,940.75,No
753,Female,1,Yes,Yes,36,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,21.82,810.91,Yes
754,Female,0,No,Yes,41,No,No,No,Yes,No,No internet service,Yes,No,No,One year,Yes,Electronic check,92.25,3757.35,Yes
755,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card,103.55,1683.95,No
756,Female,1,Yes,Yes,47,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,59.91,2812.9,No
